# This is a Revit shared parameter file.
# Do not edit manually.
# This file is generated from the NLRS documentation on 08-02-2024. All current Shared Parameters have been included.
*META	VERSION	MINVERSION
PARAM	6529ae05-1135-4b34-9c5a-a73927ad4f76	NLRS_C_materiaal_kleur	TEXT		13	1	Kleur van het object, indien niet te herleiden uit het materiaal.	1
PARAM	82deaed2-6f4d-4617-bd7f-371007ed1404	NLRS_C_materiaal_kleur_01	TEXT		13	1	Kleur onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_01"	1
PARAM	ba78e3a3-9d5f-45a4-a48c-1c0cd3e76674	NLRS_C_materiaal_kleur_02	TEXT		13	1	Kleur onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_02"	1
PARAM	1b94deef-c474-4d06-8fd4-a63951d1502a	NLRS_C_materiaal_kleur_03	TEXT		13	1	Kleur onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_03"	1
PARAM	d5d71ba5-49d1-4465-8793-6082ae024cd0	NLRS_C_materiaal_kleur_04	TEXT		13	1	Kleur onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_04"	1
PARAM	3876f4c7-4d60-49c9-9307-53eaa6ab3706	NLRS_C_materiaal_kleur_05	TEXT		13	1	Kleur onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_05"	1
PARAM	3ae8f857-2794-4277-9740-bb7d9ab22827	NLRS_C_merk	TEXT		13	1	Merk of code van het object, op instance niveau (bij deurmerk, armatuurcode). Normaal gesproken gekoppeld aan de Built In parameter "Mark". Mark kan echter niet worden gebruikt bij Shared Nested Components.	1
PARAM	8ff68e6d-b127-4caa-99df-bb03eb6f1edc	NLRS_C_merk type	TEXT		13	1	Merk of code van het object, op type niveau. Normaal gesproken gekoppeld aan Built In parameter "Type Mark" (Type Mark kan niet worden gebruikt bij Shared Nested Components)	1
PARAM	6b24fe9a-c80c-4559-ab66-5f5ea408d5f4	NLRS_C_model	TEXT		13	1	Toepassen als Instance parameter wanneer Built-In Type parameter "Model" niet bruikbaar is. Anders toepassen als Type parameter en doorkoppelen naar Built-In parameter "Model"	1
PARAM	933d6815-c5c0-4383-b5d8-732e519b117f	NLRS_C_nagalmtijd	NUMBER		11	1	Berekende / toegepaste nagalmtijd in een ruimte (waarde kan uit gegevens van derden komen)	1
PARAM	bb1e710c-2f76-49dc-8be7-876b1497994e	NLRS_C_nummer	INTEGER		6	1	Nummer van het object. Alleen toepasbaar voor hele getallen	1
PARAM	26727506-abd4-4997-872b-388b534d02ea	NLRS_C_offset	LENGTH		7	1	Afstand van het object ten opzichte van de host.	1
PARAM	34818999-69dc-4e46-be59-576d4a39fa67	NLRS_C_offset_01	LENGTH		7	1	Afstand tot de Host voor een onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_01"	1
PARAM	b4890d64-eda5-4d23-94de-151a6bc70744	NLRS_C_offset_02	LENGTH		7	1	Afstand tot de Host voor een onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_02"	1
PARAM	513e3f79-9a0c-4dbe-99b2-56cdcd8978b8	NLRS_C_offset_03	LENGTH		7	1	Afstand tot de Host voor een onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_03"	1
PARAM	4aa20902-e14e-4bfa-aa23-84159019400f	NLRS_C_offset_04	LENGTH		7	1	Afstand tot de Host voor een onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_04"	1
PARAM	4a31fe46-396b-4c12-ab76-6545a3d9e042	NLRS_C_offset_05	LENGTH		7	1	Afstand tot de Host voor een onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_05"	1
PARAM	18e002d4-6ad4-4efd-9e5a-63099b3a47b2	NLRS_C_omschrijving	TEXT		13	1	Omschrijving van een object	1
PARAM	d3b470e4-82c4-45ff-b0cf-5584f5590a49	NLRS_C_omschrijving_01	TEXT		13	1	Omschrijving van een onderdeel van een object. Te gebruiken als identificatie voor geometrische deelparameters met volgnummer 01	1
PARAM	86197b10-d084-4946-a3a2-6bd511b90bc6	NLRS_C_omschrijving_02	TEXT		13	1	Omschrijving van een onderdeel van een object. Te gebruiken als identificatie voor geometrische deelparameters met volgnummer 02	1
PARAM	b905fab8-78f6-48bf-9d3d-28bfef8b62d5	NLRS_C_omschrijving_03	TEXT		13	1	Omschrijving van een onderdeel van een object. Te gebruiken als identificatie voor geometrische deelparameters met volgnummer 03	1
PARAM	9ea7c4fc-fc16-4830-afc4-b5f54aabf71d	NLRS_C_omschrijving_04	TEXT		13	1	Omschrijving van een onderdeel van een object. Te gebruiken als identificatie voor geometrische deelparameters met volgnummer 04	1
PARAM	1870eab4-7d2b-4dcf-abc2-606fddc67a7c	NLRS_C_omschrijving_05	TEXT		13	1	Omschrijving van een onderdeel van een object. Te gebruiken als identificatie voor geometrische deelparameters met volgnummer 05	1
PARAM	ebf623e7-8c51-44c2-b2c3-1461856cd7ce	NLRS_C_omschrijving_06	TEXT		13	1	Omschrijving van een onderdeel van een object. Te gebruiken als identificatie voor geometrische deelparameters met volgnummer 06	1
PARAM	f75717fb-6783-4f43-a200-1c148864d15f	NLRS_C_omschrijving_07	TEXT		13	1	Omschrijving van een onderdeel van een object. Te gebruiken als identificatie voor geometrische deelparameters met volgnummer 07	1
PARAM	6831de4c-c3f2-4b48-a8a8-ec048f8f54aa	NLRS_C_omschrijving_08	TEXT		13	1	Omschrijving van een onderdeel van een object. Te gebruiken als identificatie voor geometrische deelparameters met volgnummer 08	1
PARAM	9beaa19e-ddf6-4752-b27c-a8df3603b522	NLRS_C_omschrijving_09	TEXT		13	1	Omschrijving van een onderdeel van een object. Te gebruiken als identificatie voor geometrische deelparameters met volgnummer 09	1
PARAM	d5490075-b17d-4079-ae6e-47c6eb3f37a3	NLRS_C_omschrijving_10	TEXT		13	1	Omschrijving van een onderdeel van een object. Te gebruiken als identificatie voor geometrische deelparameters met volgnummer 10	1
PARAM	7308a79a-9f96-4b4b-a735-d02049f39e0c	NLRS_C_omtrek	LENGTH		7	1	Omtrek van een vlak	1
PARAM	ca12e2ac-e45f-4326-aad6-33bfcaa3d11c	NLRS_C_omtrek_01	LENGTH		7	1	Omtrek onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_01"	1
PARAM	2bbe6655-06f2-44b7-a73d-f41d9c156bee	NLRS_C_omtrek_02	LENGTH		7	1	Omtrek onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_02"	1
PARAM	85749626-1b31-4bbd-9d73-67575543ba3a	NLRS_C_omtrek_03	LENGTH		7	1	Omtrek onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_03"	1
PARAM	6c41c513-2713-47c5-8c39-dc1803d6e98a	NLRS_C_omtrek_04	LENGTH		7	1	Omtrek onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_04"	1
PARAM	0c90286d-0a56-4dac-bc94-622ae3639a4f	NLRS_C_omtrek_05	LENGTH		7	1	Omtrek onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_05"	1
PARAM	e3757fc5-9773-4674-ae30-7bcf88abf924	NLRS_C_opdrachtgever_adres	TEXT		13	1	Postadres opdrachtgever	1
PARAM	8fa8e23d-670e-4685-b55d-960df7f9bd95	NLRS_C_opdrachtgever_bedrijfsnaam	TEXT		13	1	Bedrijfsnaam opdrachtgever	1
PARAM	abb77c3c-8673-44e3-8d4d-11bf725904c4	NLRS_C_opdrachtgever_contactpersoon	TEXT		13	1	Naam contactpersoon opdrachtgever	1
PARAM	f0a33e8e-960d-4406-824a-4dc0dbd00da3	NLRS_C_opdrachtgever_email	TEXT		13	1	Email contactpersoon opdrachtgever	1
PARAM	f6aa351b-83a4-49b9-8b05-15a6f16b9b08	NLRS_C_opdrachtgever_plaats	TEXT		13	1	Vestigingsplaats opdrachtgever	1
PARAM	99bb4046-11ae-4c7f-96d4-4d8d21db6bac	NLRS_C_opdrachtgever_postcode	TEXT		13	1	Postcode opdrachtgever	1
PARAM	942d33b3-a76c-4df9-83f7-62f85daca622	NLRS_C_opdrachtgever_projectnummer	TEXT		13	1	Projectnummer opdrachtgever	1
PARAM	db628cd5-6e70-46b3-bda8-e37b98e93c8e	NLRS_C_opdrachtgever_telefoon	TEXT		13	1	Telefoonnummer contactpersoon opdrachtgever	1
PARAM	2d585757-8a55-4d56-bb36-eb35352035bb	NLRS_C_oppervlakte	AREA		2	1	Oppervlakte van een vlak	1
PARAM	efbc1ca1-7071-4b6a-8d89-d53af2603270	NLRS_C_oppervlakte_01	AREA		2	1	Oppervlakte onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_01"	1
PARAM	7068f0d3-8dea-45c5-817f-5b83de07924b	NLRS_C_oppervlakte_02	AREA		2	1	Oppervlakte onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_02"	1
PARAM	db6a8983-6de9-4536-8525-3a6060d5ed06	NLRS_C_oppervlakte_03	AREA		2	1	Oppervlakte onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_03"	1
PARAM	b08b3e46-b16f-4d73-a5f8-162c655cd226	NLRS_C_oppervlakte_04	AREA		2	1	Oppervlakte onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_04"	1
PARAM	ded8782d-d540-45f3-908e-004d2be48c09	NLRS_C_oppervlakte_05	AREA		2	1	Oppervlakte onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_05"	1
PARAM	a29d0ebe-ea66-4db1-996f-83c4063bd0d8	NLRS_C_oppervlakte_Aeq	AREA		2	1	Equivalent daglichtoppervlakte	1
PARAM	f41d55e3-a536-4db4-82f7-5355aa2b0f90	NLRS_C_oppervlakte_BVO	AREA		2	1	Bruto Vloer Oppervlakte conform NEN2580	1
PARAM	2158c886-314a-4dfb-8ef0-0be98ce12ca4	NLRS_C_oppervlakte_GO	AREA		2	1	Gebruiks Oppervlakte conform NEN2580	1
PARAM	c7401609-cd79-43a7-b1c9-9a3626cb2646	NLRS_C_oppervlakte_NVO	AREA		2	1	Netto Vloer Oppervlakte conform NEN2580	1
PARAM	0c5ebd77-ab2f-45d4-a9ec-9cba01a24e80	NLRS_C_oppervlakte_VO	AREA		2	1	Verblijfs Oppervlakte conform NEN2580	1
PARAM	245657cb-8ebf-4c41-8ecb-6f26183beea3	NLRS_C_oppervlakte_VVO	AREA		2	1	Verhuurbaar Vloer Oppervlakte conform NEN2580	1
PARAM	3c933854-7bbb-4e23-8cd4-b0ac0a4d2edf	NLRS_C_potentiaalvereffening	YESNO		16	1	Is een object voorzien van potentiaalvereffening?	1
PARAM	c1ea0a15-82e5-47cf-9851-0aabe1ff05b9	NLRS_C_project_email	TEXT		13	1	Email projectleider	1
PARAM	094487e2-701a-4dee-b296-8d4575d249ff	NLRS_C_project_kadaster_gemeente	TEXT		13	1	Kadastrale gemeente projectlocatie	1
PARAM	86bb3ae5-9248-42f3-8fa2-14a599b5a5b9	NLRS_C_project_kadaster_nummer	TEXT		13	1	Kadastraal nummer projectlocatie	1
PARAM	8d13a32a-c202-4688-bc2d-4bf09ea8fa89	NLRS_C_project_kadaster_sectie	TEXT		13	1	Kastrale sectie projectlocatie	1
PARAM	3a0bea7e-296b-421e-8a50-e16f8e030274	NLRS_C_project_projectleider	TEXT		13	1	Naam projectleider	1
PARAM	b89e7af7-61db-463d-a19e-5b8988a1a186	NLRS_C_project_telefoon	TEXT		13	1	Telefoonnummer projectleider	1
PARAM	05f068f4-12d8-414a-b074-57de5e39f579	NLRS_C_publiek	YESNO		16	1	Is de ruimte publiek toegankelijk?	1
PARAM	fd2834f5-dc4d-4e68-9bae-b6cadd12df1c	NLRS_C_radius	LENGTH		7	1	Radius van een cirkelboog	1
PARAM	d2de3fd0-b639-401c-bf39-18909696f531	NLRS_C_radius_01	LENGTH		7	1	Radius onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_01"	1
PARAM	f2ca8328-df0f-4734-95a5-3d585a9ee6b4	NLRS_C_radius_02	LENGTH		7	1	Radius onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_02"	1
PARAM	79d8ee11-05b7-4730-8e29-9ef6494062c1	NLRS_C_radius_03	LENGTH		7	1	Radius onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_03"	1
PARAM	ee8c508a-e190-4717-a31f-9826916782ef	NLRS_C_radius_04	LENGTH		7	1	Radius onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_04"	1
PARAM	6901bea3-0aaa-4110-93ed-21182ed4b373	NLRS_C_radius_05	LENGTH		7	1	Radius onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_05"	1
PARAM	3b0120b2-d469-431f-9264-f1c301702042	NLRS_C_regeling	TEXT		13	1	Hoe wordt de besturing van een object geregeld (bijv. traploos, drie standen, automatische sluiting, etc)	1
PARAM	46d9e413-0fb8-44eb-bf43-3ef39c2ab781	NLRS_C_relatieve luchtvochtigheid	NUMBER		11	1	Berekende / toegepaste relatieve luchtvochtigheid in een ruimte (waarde kan uit gegevens van derden komen)	1
PARAM	46d9e413-0fb8-44eb-bf43-3ef39c2ab781	NLRS_C_schoorstand	NUMBER		11	1	Berekende / toegepaste schoorstand in een ruimte (waarde kan uit gegevens van derden komen)	1
PARAM	be69b80e-9364-41b2-9449-9493165f90c0	NLRS_C_content_revit versie	TEXT		13	1	Revit versie waarin de content is gemaakt.	1
PARAM	1a1ae610-e635-4cf6-8f37-27cc67b0e94a	NLRS_C_ruimtefunctie	TEXT		13	1	Functie van een ruimte conform Bouwbesluit	1
PARAM	eefd2069-35b9-4fbc-8e29-23323f7a8dfe	NLRS_C_medium_soortelijk gewicht_01	MASS_DENSITY		8	1	Soortelijk gewicht van het medium in kg/m3 (rho waarde)	1
PARAM	96d28ce6-e079-449c-998e-8fa640f40ac7	NLRS_C_medium_soortelijk gewicht_02	MASS_DENSITY		8	1	Soortelijk gewicht van het medium in kg/m3 (rho waarde)	1
PARAM	162b9bc3-fed3-48a0-a899-62e9a9f62adc	NLRS_C_medium_soortelijk gewicht_03	MASS_DENSITY		8	1	Soortelijk gewicht van het medium in kg/m3 (rho waarde)	1
PARAM	2452798c-8f71-464a-ac53-16423fdb7cb7	NLRS_C_medium_soortelijk gewicht_04	MASS_DENSITY		8	1	Soortelijk gewicht van het medium in kg/m3 (rho waarde)	1
PARAM	4e8ac748-9744-4fa4-adb3-9ae2c986450b	NLRS_C_medium_soortelijk gewicht_05	MASS_DENSITY		8	1	Soortelijk gewicht van het medium in kg/m3 (rho waarde)	1
PARAM	08e0c5b9-de7f-47ad-a3fd-96af79a00012	NLRS_C_stelruimte	LENGTH		7	1	Stelruimte beschikbaar voor een object	1
PARAM	8108654e-3a8a-4855-8227-864d989e782c	NLRS_C_stelruimte_01	LENGTH		7	1	Stelruimte onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_01"	1
PARAM	96583fd1-3653-4eab-86c2-399cdfeccc3f	NLRS_C_stelruimte_02	LENGTH		7	1	Stelruimte onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_02"	1
PARAM	d73a3a71-2693-4352-ae1c-c9f3f2711b3a	NLRS_C_stelruimte_03	LENGTH		7	1	Stelruimte onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_03"	1
PARAM	6231a24d-f1e2-48be-b1b5-9926dadc07ca	NLRS_C_stelruimte_04	LENGTH		7	1	Stelruimte onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_04"	1
PARAM	50d380e2-755f-41b8-aa08-6164a1937b26	NLRS_C_stelruimte_05	LENGTH		7	1	Stelruimte onderdeel van een object (Niet gebruiken indien het een connector betreft!). Betreft onderdeel waarop omschrijving van toepassing is in parameter "omschrijving_05"	1
PARAM	c2034a40-2a64-4a0c-84fb-e13c3a27158b	NLRS_C_stralenwerend	YESNO		16	1	Is een object stralenwerend uitgevoerd?	1
PARAM	228a0018-9ddc-4891-88dd-69c31ffa86f2	NLRS_C_sytem type_afkorting	TEXT		13	1	Afkorting van het installatiesysteem waarin een object is opgenomen	1
PARAM	8868230a-6236-4322-8e84-ee0f21bd2722	NLRS_C_tekening_discipline	TEXT		13	1	Welke discipline is de tekening geldig voor?	1
PARAM	3779fff9-fed6-4acb-9ef6-9b49fd2437f3	NLRS_C_tekening_formaat	TEXT		13	1	Formaat van het tekenblad	1
PARAM	7e4caeff-e365-4173-844c-219bbafca3e5	_DEPRECATED_NLRS_C_tekening_nummer_subcode	TEXT		999	1	Subcode nummering tekenblad. Primaire nummering is Built-In parameter "Sheet Number"	1
PARAM	b5dca3bc-fede-4b4e-82e6-874ecc36bdea	NLRS_C_tekening_onderwerp_02	TEXT		13	1	Onderwerpregel 2 van de tekening.	1
PARAM	4792782a-54a1-444b-b4c9-f3130d95cadb	NLRS_C_tekening_onderwerp_03	TEXT		13	1	Onderwerpregel 3 van de tekening.	1
PARAM	46d06ebc-276f-4695-887a-f3d0ca5abf31	NLRS_C_tekening_onderwerp_04	TEXT		13	1	Onderwerpregel 4 van de tekening.	1
PARAM	bf8a27ab-4fa8-4665-8b44-c5b236645a3d	NLRS_C_tekening_schaal	TEXT		13	1	Schaal van het tekenblad indien automatische weergave schaal niet bruikbaar is	1
PARAM	135b4f46-9c1a-41e3-860f-f1a33d7905fc	NLRS_C_toegankelijk	YESNO		16	1	De ruimte is toegankelijk voor minder validen, conform ITS	1
PARAM	42e3b8b2-c8aa-4953-9b3b-de393bdf00aa	NLRS_C_type	TEXT		13	1	Toepassen als Instance parameter wanneer Built-In functie Family Type niet bruikbaar is. Type benaming onderdeel waarop parameter van toepassing is in parameter omschrijving_01	1
PARAM	547732b3-9b6b-47ac-9387-bac29acfa8d7	NLRS_C_type comments	TEXT		13	1	Toepassen als Instance parameter wanneer Built-In Type parameter "Type Comments" niet bruikbaar is. Anders toepassen als Type parameter en doorkoppelen naar Built-In parameter "Type Comments"	1
PARAM	53bd2c71-03fd-4f9c-8c55-0d23fb00f49f	NLRS_C_vluchtweg	YESNO		16	1	Fungeert een doorgang als vluchtweg?	1
PARAM	e1798e32-c1c7-4227-bcfe-83ce57337af7	NLRS_C_volume	VOLUME		15	1	Inhoud van het object.	1
PARAM	0d78b6c9-edea-466d-8fa0-3829762307e2	NLRS_C_vrije doorlaat	NUMBER		11	1	Uitgedruk in %. Hoeveel % van de oppervlakte van een luchtrooster biedt geen obstakel voor de luchtstroom	1
PARAM	6ecffb08-2b92-435f-9493-571d0be6c36d	NLRS_C_wijziging	YESNO		16	1	Is een object gewijzigd?	1
PARAM	bb2cb59d-6d4e-4851-a973-bcc84f24fc05	NLRS_C_XYZcoordinaat	TEXT		13	1	Gecombineerde X_Y_Z coördinaat (gescheiden door underscore)	1
PARAM	81fbc8f7-feab-4779-8e25-cbab2da5c073	NLRS_C_Xcoordinaat	NUMBER		11	1	X-coordinaat	1
PARAM	05320bd4-3603-4df4-93c8-23eb874053ef	NLRS_C_Ycoordinaat	NUMBER		11	1	Y-coordinaat	1
PARAM	25d85ca6-9081-4559-9573-5ba92a387aa2	NLRS_C_Zcoordinaat	NUMBER		11	1	Z-coordinaat	1
PARAM	5dd864e3-4491-435f-bebb-792c705c1668	NLRS_E_actief vermogen	ELECTRICAL_POWER		33	1	Toegepaste actief vermogen	1
PARAM	40543dd0-a797-4766-90aa-a7ad50326fd7	NLRS_E_c01_aantal fasegeleiders	INTEGER		6	1	aantal fasegeleiders is kleiner dan of gelijk aan het aantal polen. Bij 1N230V is het aantal fasegeleiders 1 en het aantal polen 2; bij 3,230V is zowel het aantal fasegeleiders als het aantal polen gelijk aan 2 voor een monofasig stopcontact dat hierop aangesloten wordt; revit gebruikt de verkeerde terminologie zodat dit verwarrend overkomt. Aantal fasegeleiders is de te koppelen parameter!	1
PARAM	741ce4f8-9236-4f90-8b92-64c63c964347	NLRS_E_c01_aantal polen	NOOFPOLES		32	1	aantal fasegeleiders is kleiner dan of gelijk aan het aantal polen. Bij 1N230V is het aantal fasegeleiders 1 en het aantal polen 2; bij 3,230V is zowel het aantal fasegeleiders als het aantal polen gelijk aan 2 voor een monofasig stopcontact dat hierop aangesloten wordt; revit gebruikt de verkeerde terminologie zodat dit verwarrend overkomt. Aantal fasegeleiders is de te koppelen parameter!	1
PARAM	b6baf1ef-6104-46a1-85f2-75fc85df79b4	NLRS_E_c01_AC	YESNO		16	1	Spanningstype (wisselstroom)	1
PARAM	05f48ef2-d9e1-4f54-aa1b-9bafd25fadab	NLRS_E_c01_actief vermogen	ELECTRICAL_POWER		33	1	Actief vermogen	1
PARAM	02eea436-c45d-421a-9200-cfe178da28f1	NLRS_E_c01_belastingsklasse	LOADCLASSIFICATION		28	1	Belastingsklasse. Bestemd voor connector parameter 'Load Classification' 	1
PARAM	a6556b48-0f10-4e07-b8d7-35d79220fbf2	NLRS_E_c01_breedte	LENGTH		7	1	Breedte connector (veelal bij Cable Tray Fittings)	1
PARAM	31ef848e-2913-4a6b-a45b-b50988cbdd7f	NLRS_E_c01_DC	YESNO		16	1	Spanningstype (gelijkstroom)	1
PARAM	2e1db7fc-f9c3-44c3-9d07-d35d8a316772	NLRS_E_c01_diameter	LENGTH		7	1	Diameter connector (veelal bij Conduit Fittings)	1
PARAM	eca8be31-8ea8-43d3-9517-cff2e3060879	NLRS_E_c01_hoek	ANGLE		1	1	Hoek connector(is een te koppelen parameter. 'Angle' bij Conduit- en Cable Tray connectoren)	1
PARAM	28b50a92-1d84-48ea-8f55-81b0dc95a795	NLRS_E_c01_hoogte	LENGTH		7	1	Hoogte connector (veelal bij Cable Tray Fittings)	1
PARAM	03b561e9-9422-4d0c-8e6f-9f74d82c14c3	NLRS_E_c01_omschrijving	TEXT		13	1	Omschrijving connector	1
PARAM	36056ab8-acbd-4c3a-9075-6bb94ac25f51	NLRS_E_c01_radius	LENGTH		7	1	Radius connector  (veelal bij Conduit Fittings)	1
PARAM	7c3d7fc1-a630-4d9b-8873-225a3c70ea66	NLRS_E_c01_schijnbaar vermogen	ELECTRICAL_APPARENT_POWER		17	1	schijnbaar_vermogen_fase_1 op connector (Power - balanced)	1
PARAM	73e170df-4fb7-433a-9d5e-36c321889f8f	NLRS_E_c01_schijnbaar vermogen_fase 01	ELECTRICAL_APPARENT_POWER		17	1	schijnbaar_vermogen_fase_1 op connector (Power - Unbalanced)	1
PARAM	eeb90379-b0c4-4f88-8b1b-ebc6e936a6b7	NLRS_E_c01_schijnbaar vermogen_fase 02	ELECTRICAL_APPARENT_POWER		17	1	schijnbaar_vermogen_fase_2 op connector (Power - Unbalanced)	1
PARAM	f6b47d0d-1ba3-4191-9e75-161772b35623	NLRS_E_c01_schijnbaar vermogen_fase 03	ELECTRICAL_APPARENT_POWER		17	1	schijnbaar_vermogen_fase_3 op connector (Power - Unbalanced)	1
PARAM	2af0ed8e-62e3-4145-95d6-bb8128184c20	NLRS_E_c01_spanning	ELECTRICAL_POTENTIAL		24	1	Spanning van de connector. (is een te koppelen parameter. 'Voltage' bij Electrical  connectoren)	1
PARAM	c11ffdae-f2e0-4e87-9e6c-bc849c52c508	NLRS_E_c01_stroom	ELECTRICAL_CURRENT		21	1	Nominale stroom van connector	1
PARAM	2c6e5b8c-ca87-46f8-8b52-1064a41453b9	NLRS_E_c01_subklasse motor	YESNO		16	1	Wanneer de electrical connector de connector is van een motor dan moet dit aangevinkt staan. Ongetwijfeld wordt hier gebruik van gemaakt bij load classification.	1
PARAM	7407d46c-9034-431d-89ce-989d6518df95	NLRS_E_c01_verbruiker driehoek geschakeld	YESNO		16	1	Of een driefasige gebruiker in ster of in driehoek geschakeld is bepaalt de stroom die uiteindelijk zal stromen in de geleiders. Sommige motoren starten in ster om dan over te gaan in driehoek. Met deze parameter kan dit - indien gewenst - gesimuleerd worden.	1
PARAM	7b665bec-348c-4d4c-9c00-048b63faaf34	NLRS_E_c01_verbruiker ster geschakeld	YESNO		16	1	Of een driefasige gebruiker in ster of in driehoek geschakeld is bepaalt de stroom die uiteindelijk zal stromen in de geleiders. Sommige motoren starten in ster om dan over te gaan in driehoek. Met deze parameter kan dit - indien gewenst - gesimuleerd worden.	1
PARAM	57a8240a-6ce3-4552-99af-c3b54d31ad09	NLRS_E_c02_aantal fasegeleiders	INTEGER		6	1	aantal fasegeleiders is kleiner dan of gelijk aan het aantal polen. Bij 1N230V is het aantal fasegeleiders 1 en het aantal polen 2; bij 3,230V is zowel het aantal fasegeleiders als het aantal polen gelijk aan 2 voor een monofasig stopcontact dat hierop aangesloten wordt; revit gebruikt de verkeerde terminologie zodat dit verwarrend overkomt. Aantal fasegeleiders is de te koppelen parameter!	1
PARAM	9b3762be-4259-4662-b4cc-80a079e06cba	NLRS_E_c02_aantal polen	NOOFPOLES		32	1	aantal fasegeleiders is kleiner dan of gelijk aan het aantal polen. Bij 1N230V is het aantal fasegeleiders 1 en het aantal polen 2; bij 3,230V is zowel het aantal fasegeleiders als het aantal polen gelijk aan 2 voor een monofasig stopcontact dat hierop aangesloten wordt; revit gebruikt de verkeerde terminologie zodat dit verwarrend overkomt. Aantal fasegeleiders is de te koppelen parameter!	1
PARAM	9a5d1158-a9a1-4942-a650-1c24a032fd99	NLRS_E_c02_AC	YESNO		16	1	Spanningstype (wisselstroom)	1
PARAM	061d2730-d85f-462a-847a-27404bbc525e	NLRS_E_c02_actief vermogen	ELECTRICAL_POWER		33	1	Actief vermogen	1
PARAM	2be1082c-5657-4f63-a111-2b831a348e83	NLRS_E_c02_belastingsklasse	LOADCLASSIFICATION		28	1	Belastingsklasse. Bestemd voor connector parameter 'Load Classification' 	1
PARAM	c64082c6-5aa0-4886-bc41-88c039f749b2	NLRS_E_c02_breedte	LENGTH		7	1	Breedte connector (veelal bij Cable Tray Fittings)	1
PARAM	8495a35e-31b6-46f8-8db0-1d4b55facd7c	NLRS_E_c02_DC	YESNO		16	1	Spanningstype (gelijkstroom)	1
PARAM	fbac6039-444b-4439-a298-16b5d98cb108	NLRS_E_c02_diameter	LENGTH		7	1	Diameter connector (veelal bij Conduit Fittings)	1
